Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km]
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2011","E 250 CDI with 18"" & 19"" rear wheels",M6,2143,Diesel,7.4,4.9,5.8,38.2,57.6,48.7,153,1557.02833675565,5,72,241,,155,179,1
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2011","E 250 CDI with 18"" & 19"" rear wheels",A5,2143,Diesel,8.5,5,6.3,33.2,56.5,44.8,165,1692.57321428571,5,70,98,,151,159,0
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2011","E 350 CGI with 17"" rear wheels",A7,3498,Petrol,12.8,6.5,8.8,22.1,43.5,32.1,206,2260.25420560748,5,71,50,63,9,,
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2011","E 350 CGI with 18"" & 19"" rear wheels",A7,3498,Petrol,12.9,6.6,9,21.9,42.8,31.4,208,2310.64203821656,5,71,50,63,9,,
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2011","E 350 CDI with 17"" rear wheels",A7,2987,Diesel,9.1,5.9,7,31,47.9,40.4,185,1876.91287128713,5,70,305,,158,203,0
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2011","E 350 CDI with 18"" & 19"" rear wheels",A7,2987,Diesel,9.1,6.1,7.2,31,46.3,39.2,189,1934.3693877551,5,70,305,,158,203,1
MERCEDES-BENZ,"E-Class Cabriolet, Model Year 2011","E 500 with 18"" & 19"" rear wheels",A7,5461,Petrol,15.9,8.2,11,17.8,34.4,25.7,257,2823.11906614786,5,74,373,38,26,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 200 CGI with 16"" rear wheels",A5,1796,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,183,2026.65251396648,5,70,185,39,43,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 200 CGI with 17"" rear wheels",M6,1796,Petrol,10.7,6.5,8,26.4,43.5,35.3,187,2055.35864022663,5,74,227,40,29,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 200 CGI with 17"" rear wheels",A5,1796,Petrol,10.8,6.6,8.1,26.2,42.8,34.9,188,2078.91575931232,5,70,185,39,43,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 200 CGI with 18"" & 19"" rear wheels",A5,1796,Petrol,10.8,6.6,8.1,26.2,42.8,34.9,189,2078.91575931232,5,70,185,39,43,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 200 CGI with 17"" & 18"" rear wheels ECO Start/Stop",M6,1796,Petrol,10.1,6.3,7.6,28,44.8,37.2,178,1950.38064516129,5,74,227,40,29,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 220 CDI with 16"" rear wheels",M6,2143,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,150,1528.77580645161,5,74,243,,160,183,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 220 CDI with 16"" rear wheels",A5,2143,Diesel,8.1,4.9,6.1,34.9,57.6,46.3,159,1637.73822894169,5,71,87,,140,155,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 220 CDI with 16"" rear wheels with Comfort Suspension",A5,2143,Diesel,8.2,5,6.2,34.4,56.5,45.6,161,1662.87894736842,5,71,87,,140,155,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 220 CDI with 17"" rear wheels",M6,2143,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,152,1557.02833675565,5,74,243,,160,183,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 220 CDI with 17"" rear wheels",A5,2143,Diesel,8.2,4.9,6.2,34.4,57.6,45.6,162,1662.87894736842,5,71,87,,140,155,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 220 CDI with 18"" & 19"" rear wheels",M6,2143,Diesel,7.5,4.9,5.8,37.7,57.6,48.7,153,1557.02833675565,5,74,243,,160,183,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 220 CDI with 18"" & 19"" rear wheels",A5,2143,Diesel,8.4,4.9,6.2,33.6,57.6,45.6,163,1662.87894736842,5,71,87,,140,155,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CGI with 16"" rear wheels",A5,1796,Petrol,10.6,6.4,8,26.6,44.1,35.3,185,2055.35864022663,5,71,185,39,43,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CGI with 17"" rear wheels",A5,1796,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,190,2109.13255813953,5,71,185,39,43,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CGI with 18"" & 19"" rear wheels",A5,1796,Petrol,10.9,6.7,8.2,25.9,42.2,34.4,191,2109.13255813953,5,71,185,39,43,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CGI with 18"" & 19"" rear wheels ECO Start/Stop",A7,1796,Petrol,9.1,5.7,7,31,49.6,40.4,163,1795.89504950495,5,70,255,48,19,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 16"" rear wheels",M6,2143,Diesel,7.4,4.7,5.7,38.2,60.1,49.6,150,1528.77580645161,5,74,243,,160,183,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 16"" rear wheels",A5,2143,Diesel,8.1,4.9,6.1,34.9,57.6,46.3,159,1637.73822894169,5,71,87,,140,155,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 16"" rear wheels with Comfort Suspension",A5,2143,Diesel,8.2,5,6.2,34.4,56.5,45.6,161,1662.87894736842,5,71,87,,140,155,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 16"" rear wheels ECO Start/Stop",A7,2143,Diesel,6.4,4.6,5.3,44.1,61.4,53.3,139,1422.65065666041,5,72,94,,148,160,0
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 17"" rear wheels",M6,2143,Diesel,7.5,4.8,5.8,37.7,58.9,48.7,152,1557.02833675565,5,74,243,,160,183,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 17"" rear wheels ECO Start/Stop",M6,2143,Diesel,6.6,4.5,5.3,42.8,62.8,53.3,139,1422.65065666041,5,73,210,,170,183,0
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 17"" rear wheels",A5,2143,Diesel,8.2,4.9,6.2,34.4,57.6,45.6,162,1662.87894736842,5,71,87,,140,155,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 17"" rear wheels ECO Start/Stop",A7,2143,Diesel,6.6,4.8,5.5,42.8,58.9,51.4,142,1475.23891050584,5,72,94,,148,160,0
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 18"" & 19"" rear wheels",M6,2143,Diesel,7.5,4.9,5.8,37.7,57.6,48.7,153,1557.02833675565,5,74,243,,160,183,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 18"" & 19"" rear wheels",A5,2143,Diesel,8.4,4.9,6.2,33.6,57.6,45.6,163,1662.87894736842,5,71,87,,140,155,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 250 CDI with 18"" & 19"" rear wheels ECO Start/Stop",A7,2143,Diesel,6.6,4.8,5.5,42.8,58.9,51.4,143,1475.23891050584,5,72,94,,148,160,0
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 350 CGI with 17"" rear wheels",A7,3498,Petrol,12.7,6.6,8.8,22.2,42.8,32.1,206,2260.25420560748,5,71,133,51,36,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 350 CGI with 18"" & 19"" rear wheels",A7,3498,Petrol,12.8,6.6,8.9,22.1,42.8,31.7,208,2288.77476340694,5,71,133,51,36,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 350 CDI with 17"" rear wheels",A7,2987,Diesel,8.1,5.5,6.4,34.9,51.4,44.1,170,1719.43945578231,5,72,258,,148,185,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 350 CDI with 18"" & 19"" rear wheels",A7,2987,Diesel,8.1,5.6,6.5,34.9,50.4,43.5,171,1743.15586206897,5,72,258,,148,185,1
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 500 with 17"" rear wheels",A7,5461,Petrol,16.2,8,11.1,17.4,35.3,25.4,258,2856.46299212598,5,72,331,42,22,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 500 with 18"" & 19"" rear wheels",A7,5461,Petrol,16.3,8.1,11.2,17.3,34.9,25.2,260,2879.13333333333,5,72,331,42,22,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2011","E 63 AMG with 18"" & 19"" rear wheels ",A7,6208,Petrol,18.8,9.3,12.8,15,30.4,22.1,299,3282.99366515837,5,74,587,42,38,,
MERCEDES-BENZ,"E-Class Estate, Model Year 2012","E 250 CDI with 17"" rear wheels ECO Start/Stop",M6,2143,Diesel,6.6,4.5,5.3,42.8,62.8,53.3,139,1422.65065666041,5,73,210,,170,183,0
MERCEDES-BENZ,"G-Class, Model Year 2011","G 350 BLUETEC with 16"" & 18"" rear wheels ",A7,2987,Diesel,13.6,9.8,11.2,20.8,28.8,25.2,295,3009.01904761905,5,70,215,,123,141,1
MERCEDES-BENZ,"G-Class, Model Year 2011","G 55 AMG with 19"" rear wheels ",A5,5439,Petrol,21.6,12.6,15.9,13.1,22.4,17.8,372,4076.07640449438,5,76,608,44,33,,
MERCEDES-BENZ,"G-Class, Model Year 2012","G 350 BLUETEC with 16"" & 18"" rear wheels",A7,2987,Diesel,13.6,9.8,11.2,20.8,28.8,25.2,295,3009.01904761905,5,70,215,,123,141,1
MERCEDES-BENZ,"G-Class, Model Year 2012","G 55 AMG with 19"" rear wheels",A5,5439,Petrol,21.6,12.6,15.9,13.1,22.4,17.8,372,4076.07640449438,5,76,608,44,33,,
MERCEDES-BENZ,"GL-Class, Model Year 2011","GL 350 CDI 4MATIC with 19"" rear wheels ",A7,2987,Diesel,11.6,7.8,9.2,24.4,36.2,30.7,242,2469.94397394137,5,74,164,,200,221,1
MERCEDES-BENZ,"GL-Class, Model Year 2011","GL 350 CDI 4MATIC with 20"" & 21"" rear wheels",A7,2987,Diesel,12,8.2,9.6,23.5,34.4,29.4,254,2579.15918367347,5,74,164,,200,221,1
MERCEDES-BENZ,"GL-Class, Model Year 2011","GL 500 4MATIC with 19"" rear wheels",A7,5461,Petrol,18.8,10.6,13.6,15,26.6,20.8,317,3488.18076923077,5,76,448,22,23,,
MERCEDES-BENZ,"GL-Class, Model Year 2011","GL 500 4MATIC with 20"" & 21"" rear wheels",A7,5461,Petrol,19,10.8,13.8,14.9,26.2,20.5,322,3539.22731707317,5,76,448,22,23,,
MERCEDES-BENZ,"M-Class, Model Year 2011","ML 300 CDI 4MATIC with 18"" rear wheels ",A7,2987,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,230,2333.14707692308,5,70,251,,150,180,2
MERCEDES-BENZ,"M-Class, Model Year 2011","ML 300 CDI 4MATIC with 19"" rear wheels",A7,2987,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,230,2333.14707692308,5,70,251,,150,180,2
MERCEDES-BENZ,"M-Class, Model Year 2011","ML 300 CDI 4MATIC with 20"" & 21"" rear wheels",A7,2987,Diesel,11.3,7.8,9.1,25,36.2,31,240,2446.04129032258,5,70,251,,150,180,2
MERCEDES-BENZ,"M-Class, Model Year 2011","ML 350 CDI 4MATIC with 18"" rear wheels ",A7,2987,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,230,2333.14707692308,5,70,251,,150,180,2
MERCEDES-BENZ,"M-Class, Model Year 2011","ML 350 CDI 4MATIC with 19"" rear wheels",A7,2987,Diesel,10.9,7.4,8.7,25.9,38.2,32.5,230,2333.14707692308,5,70,251,,150,180,2
MERCEDES-BENZ,"M-Class, Model Year 2011","ML 350 CDI 4MATIC with 20"" & 21"" rear wheels",A7,2987,Diesel,11.3,7.8,9.1,25,36.2,31,240,2446.04129032258,5,70,251,,150,180,2
MERCEDES-BENZ,"M-Class, Model Year 2011","ML 500 4MATIC with 19"", 20"" & 21"" rear wheels",A7,5461,Petrol,18,10.2,13.1,15.7,27.7,21.6,304,3358.98888888889,5,76,448,22,23,,
MERCEDES-BENZ,"R Class, Model Year 2011","R 300 CDI with 17"" rear wheels",A7,2987,Diesel,9.7,6.5,7.7,29.1,43.5,36.7,201,2066.13841961853,5,73,282,,199,228,1
MERCEDES-BENZ,"R Class, Model Year 2011","R 300 CDI with 18"", 19"", 20"" & 21"" rear wheels",A7,2987,Diesel,10,6.8,7.9,28.2,41.5,35.8,208,2118.08044692737,5,73,282,,199,228,1
MERCEDES-BENZ,"R Class, Model Year 2011","R 350 CDI 4MATIC with 18"", 19"", 20"" & 21"" rear wheels",A7,2987,Diesel,11,7,8.5,25.7,40.4,33.2,223,2283.95421686747,5,72,200,,214,233,1
MERCEDES-BENZ,"S-Class, Model Year 2011","S 350 with 17"" & 18"" rear wheels ECO Start/Stop",A7,3498,Petrol,10.2,6,7.6,27.7,47.1,37.2,177,1950.38064516129,5,73,214,53,18,,
MERCEDES-BENZ,"S-Class, Model Year 2011","S 350 with 17"" & 18"" rear wheels",A7,3498,Petrol,14.6,7.4,10,19.3,38.2,28.2,234,2572.84255319149,5,72,263,28,15,,
MERCEDES-BENZ,"S-Class, Model Year 2011","S 350 with 19"" & 20"" rear wheels ECO Start/Stop",A7,3498,Petrol,10.6,6.3,7.9,26.6,44.8,35.8,184,2026.65251396648,5,73,214,53,18,,
MERCEDES-BENZ,"S-Class, Model Year 2011","S 350 with 19"" & 20"" rear wheels",A7,3498,Petrol,14.8,7.7,10.2,19.1,36.7,27.7,237,2619.28375451264,5,72,262,28,15,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 350 with 17"" & 18"" rear wheels ECO Start/Stop",A7,3498,Petrol,10.3,6.1,7.7,27.4,46.3,36.7,179,1976.95258855586,5,73,214,53,18,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 350 with 17"" & 18"" rear wheels",A7,3498,Petrol,14.6,7.4,10,19.3,38.2,28.2,234,2572.84255319149,5,72,263,28,15,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 350 with 19"" & 20"" rear wheels ECO Start/Stop",A7,3498,Petrol,10.7,6.4,8,26.4,44.1,35.3,186,2055.35864022663,5,73,214,53,18,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 350 with 19"" & 20"" rear wheels",A7,3498,Petrol,14.8,7.7,10.2,19.1,36.7,27.7,237,2619.28375451264,5,72,263,28,15,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 500 with 18"" rear wheels",A7,5461,Petrol,16.6,8,11.1,17,35.3,25.4,260,2856.46299212598,5,74,470,45,41,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 500 BlueEfficiency with 18"" rear wheels",A7,4663,Petrol,12.9,7.3,9.4,21.9,38.7,30.1,219,2410.43720930233,5,73,404,53,35,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 500 with 19"" & 20"" rear wheels ",A7,5461,Petrol,16.8,8.2,11.3,16.8,34.4,25,264,2902.1664,5,74,470,45,41,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 500 BlueEfficiency with 19"" & 20"" rear wheels",A7,4663,Petrol,13.4,7.4,9.6,21.1,38.2,29.4,224,2467.82857142857,5,72,404,53,35,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 600 with 18"" rear wheels",A5,5513,Petrol,21.5,9.7,14.1,13.1,29.1,20,329,3627.708,5,70,561,50,25,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 600 with 19"" & 20"" rear wheels",A5,5513,Petrol,21.7,9.9,14.2,13,28.5,19.9,332,3645.93768844221,5,70,561,50,25,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 63 AMG with 19"" & 20"" rear wheels",A7,5461,Petrol,14.4,8.2,10.5,19.6,34.4,26.9,244,2697.18066914498,5,74,225,31,37,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2011","S 65 AMG with 20"" rear wheels",A5,5980,Petrol,21.8,9.9,14.3,13,28.5,19.8,334,3664.35151515152,5,73,382,41,30,,
MERCEDES-BENZ,"S-Class Limousine, Model Year 2012","S 600 with 19"" & 20"" rear wheels",A5,5513,Petrol,21.7,9.9,14.2,13,28.5,19.9,332,3645.93768844221,5,70,561,50,25,,
MERCEDES-BENZ,"SL-Class, Model Year 2011","SL 300 with 17"", 18"" & 19"" rear wheels",A7,2996,Petrol,13.5,6.8,9.3,20.9,41.5,30.4,217,2386.65,5,73,277,31,17,,
MERCEDES-BENZ,"SL-Class, Model Year 2011","SL 350 with 17"", 18"" & 19"" rear wheels",A7,3498,Petrol,13.8,7.2,9.7,20.5,39.2,29.1,226,2493.27010309278,5,74,284,30,19,,
MERCEDES-BENZ,"SL-Class, Model Year 2011","SL 500 with 18"" & 19"" rear wheels",A7,5461,Petrol,17.3,8.4,11.6,16.3,33.6,24.4,272,2973.53114754098,5,71,470,45,41,,
MERCEDES-BENZ,"SL-Class, Model Year 2011","SL 600 with 18"" & 19"" rear wheels",A5,5513,Petrol,21.1,9.6,13.9,13.4,29.4,20.3,326,3574.09655172414,5,72,489,35,26,,
MERCEDES-BENZ,"SL-Class, Model Year 2011","SL 63 AMG with 19"" rear wheels",A7,6208,Petrol,21.7,9.7,14.1,13,29.1,20,328,3627.708,5,74,393,47,17,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 200 KOMPRESSOR with 16"" rear wheels",M6,1796,Petrol,11.1,5.8,7.8,25.4,48.7,36.2,184,2004.25856353591,5,74,233,16,18,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 200 KOMPRESSOR with 16"" rear wheels",A5,1796,Petrol,11.6,6,8.1,24.4,47.1,34.9,192,2078.91575931232,5,72,325,28,13,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 200 KOMPRESSOR with 17"" & 18"" rear wheels",M6,1796,Petrol,11.2,6,7.9,25.2,47.1,35.8,188,2026.65251396648,5,74,233,16,18,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 200 KOMPRESSOR with 17"" & 18"" rear wheels",A5,1796,Petrol,11.8,6.2,8.2,23.9,45.6,34.4,196,2109.13255813953,5,72,325,28,13,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 300 with 16"" rear wheels",M6,2996,Petrol,13.9,6.8,9.5,20.3,41.5,29.7,220,2442.90101010101,5,75,465,26,16,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 300 with 16"" rear wheels",A7,2996,Petrol,12.3,6.8,8.9,23,41.5,31.7,207,2288.77476340694,5,74,390,34,11,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 300 with 17"" & 18"" rear wheels",M6,2996,Petrol,14.1,7,9.7,20,40.4,29.1,225,2493.27010309278,5,75,465,26,16,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 300 with 17"" & 18"" rear wheels",A7,2996,Petrol,12.4,6.9,9,22.8,40.9,31.4,209,2310.64203821656,5,74,390,34,11,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 350 with 17"" & 18"" rear wheels",M6,3498,Petrol,14.5,7,9.7,19.5,40.4,29.1,227,2493.27010309278,5,75,198,16,14,,
MERCEDES-BENZ,"SLK-Class, Model Year 2011","SLK 350 with 17"" & 18"" rear wheels",A7,3498,Petrol,12.6,6.9,9,22.4,40.9,31.4,209,2310.64203821656,5,74,294,28,14,,
MERCEDES-BENZ,"SLK-Class, Model Year 2012","SLK 200 with 16"" rear wheels ECO Start/Stop",M6,1796,Petrol,9.1,5.2,6.6,31,54.3,42.8,154,1695.19065420561,5,74,168,24,37,,
MERCEDES-BENZ,"SLK-Class, Model Year 2012","SLK 200 with 17"" & 18"" rear wheels ECO Start/Stop",M6,1796,Petrol,9.3,5.3,6.8,30.4,53.3,41.5,158,1748.29301204819,5,74,168,24,37,,
MERCEDES-BENZ,"SLK-Class, Model Year 2012","SLK 200 with 17"" & 18"" rear wheels ECO Start/Stop",A7,1796,Petrol,8.6,5.3,6.5,32.8,53.3,43.5,151,1667.91172413793,5,74,239,53,20,,
MERCEDES-BENZ,"SLK-Class, Model Year 2012","SLK 250 with 17"" & 18"" rear wheels ECO Start/Stop",A7,1796,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,153,1695.19065420561,5,73,239,53,20,,
MERCEDES-BENZ,"SLK-Class, Model Year 2012","SLK 350 with 17"" & 18"" rear wheels ECO Start/Stop",A7,3498,Petrol,9.9,5.5,7.1,28.5,51.4,39.8,167,1822.96884422111,5,71,48,43,9,,
MERCEDES-BENZ,"SLS AMG, Model Year 2011","SLS AMG with 20"" rear wheels",A7,6208,Petrol,19.9,9.3,13.2,14.2,30.4,21.4,308,3390.38130841122,5,74,452,34,33,,
MERCEDES-BENZ,"Vito, Model Year 2011",110CDI Traveliner Compact EU5 BlueEFFICIENCY,M6,2143,Diesel,9.3,6.6,7.6,30.4,42.8,37.2,200,2038.36774193548,5,75,97,,97,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",110CDI Traveliner Compact EU5 BlueEFFICIENCY,M6,2143,Diesel,9.3,6.6,7.6,30.4,42.8,37.2,200,2038.36774193548,5,75,97,,97,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner Compact EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,226,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner Compact EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,225,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner Compact EU5 BlueEFFICIENCY,A5,2143,Diesel,10.1,6.9,8.1,28,40.9,34.9,213,2172.70143266476,5,71,78,,243,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner Compact EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,225,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner Compact EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,226,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner Compact EU5 BlueEFFICIENCY,A5,2143,Diesel,10.1,6.9,8.1,28,40.9,34.9,213,2172.70143266476,5,71,78,,243,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",122CDI Traveliner Compact EU5 BlueEFFICIENCY,A5,2987,Diesel,10.8,7.1,8.5,26.2,39.8,33.2,224,2283.95421686747,5,71,353,,253,282,2
MERCEDES-BENZ,"Vito, Model Year 2011",122CDI Traveliner Compact EU5 BlueEFFICIENCY,A5,2987,Diesel,10.8,7.1,8.5,26.2,39.8,33.2,224,2283.95421686747,5,71,353,,253,282,2
MERCEDES-BENZ,"Vito, Model Year 2011",110CDI Traveliner Long EU5 BlueEFFICIENCY,M6,2143,Diesel,9.3,6.6,7.6,30.4,42.8,37.2,198,2038.36774193548,5,75,97,,97,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",110CDI Traveliner Long EU5 BlueEFFICIENCY,M6,2143,Diesel,9.3,6.6,7.6,30.4,42.8,37.2,198,2038.36774193548,5,75,97,,97,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner Long EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,226,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner Long EU5 BlueEFFICIENCY,A5,2143,Diesel,10.1,6.9,8.1,28,40.9,34.9,213,2172.70143266476,5,71,78,,243,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner Long EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,190,1959.36124031008,5,75,175,,225,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner Long EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,226,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner Long EU5 BlueEFFICIENCY,A5,2143,Diesel,10.1,6.9,8.1,28,40.9,34.9,213,2172.70143266476,5,71,78,,243,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner Long EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,190,1959.36124031008,5,75,175,,225,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",122CDI Traveliner Long EU5 BlueEFFICIENCY,A5,2987,Diesel,10.9,7.2,8.6,25.9,39.2,32.8,226,2311.80731707317,5,71,353,,253,282,2
MERCEDES-BENZ,"Vito, Model Year 2011",122CDI Traveliner Long EU5 BlueEFFICIENCY,A5,2987,Diesel,10.9,7.2,8.6,25.9,39.2,32.8,226,2311.80731707317,5,71,353,,253,282,2
MERCEDES-BENZ,"Vito, Model Year 2011",110CDI Traveliner X-long EU5 BlueEFFICIENCY,M6,2143,Diesel,9.3,6.6,7.6,30.4,42.8,37.2,200,2038.36774193548,5,75,97,,97,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",110CDI Traveliner X-long EU5 BlueEFFICIENCY,M6,2143,Diesel,9.3,6.6,7.6,30.4,42.8,37.2,200,2038.36774193548,5,75,97,,97,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner X-long EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,226,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner X-long EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,225,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",113CDI Traveliner X-long EU5 BlueEFFICIENCY,A5,2143,Diesel,10.1,6.9,8.1,28,40.9,34.9,213,2172.70143266476,5,71,78,,243,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner X-long EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,225,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner X-long EU5 BlueEFFICIENCY,M6,2143,Diesel,8.9,6.5,7.3,31.7,43.5,38.7,192,1959.36124031008,5,75,175,,226,248,1
MERCEDES-BENZ,"Vito, Model Year 2011",116CDI Traveliner X-long EU5 BlueEFFICIENCY,A5,2143,Diesel,10.1,6.9,8.1,28,40.9,34.9,213,2172.70143266476,5,71,78,,243,263,1
MERCEDES-BENZ,"Vito, Model Year 2011",122CDI Traveliner X-long EU5 BlueEFFICIENCY,A5,2987,Diesel,10.9,7.2,8.6,25.9,39.2,32.8,226,2311.80731707317,5,71,353,,253,282,2
