Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",1.6 Duratec Ti-VCT (120PS) Saloon,M5,1596,Petrol,,,,,9.1,5.3,6.7,31.0,53.3,42.2,156,"£1,448",,"£1,448",V,72.0,627,62,38,,,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",1.6 Duratorq ECOnetic (115PS) Stop-Start Estate (+DPF),M6,1560,Diesel,,,,,4.8,3.8,4.2,58.9,74.3,67.3,109,£956,,£956,V,68.0,205,,111,129,0.70,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",1.6 Duratorq ECOnetic (115PS) Stop-Start Saloon (+DPF),M6,1560,Diesel,,,,,4.8,3.8,4.2,58.9,74.3,67.3,109,£956,,£956,V,68.0,205,,111,129,0.70,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratec EcoBoost (240PS) Estate,A6,1999,Petrol,,,,,10.9,6.0,7.7,25.9,47.1,36.7,179,"£1,665",,"£1,665",V,72.0,672,65,33,,,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratec EcoBoost (240PS) Saloon,A6,1999,Petrol,,,,,10.9,6.0,7.7,25.9,47.1,36.7,179,"£1,665",,"£1,665",V,72.0,672,65,33,,,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq (140PS) Estate (+DPF),A6,1997,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,277",,"£1,277",V,68.0,222,,177,203,0.50,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq (140PS) Estate (+DPF),M6,1997,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,70.0,459,,146,192,0.40,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq (140PS) Saloon (+DPF),A6,1997,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,277",,"£1,277",V,68.0,222,,177,203,0.50,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq (140PS) Saloon (+DPF),M6,1997,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,70.0,459,,146,192,0.40,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq (163PS) Estate (+DPF),A6,1997,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,277",,"£1,277",V,68.0,222,,177,203,0.50,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq (163PS) Estate (+DPF),M6,1997,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,70.0,459,,146,192,0.40,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq (163PS) Saloon (+DPF),A6,1997,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,277",,"£1,277",V,68.0,222,,177,203,0.50,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq (163PS) Saloon (+DPF),M6,1997,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,70.0,459,,146,192,0.40,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq ECO (163PS) Estate (+DPF),M6,1997,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,120,"£1,048",,"£1,048",V,70.0,249,,144,171,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq ECO (163PS) Estate (+DPF),A6,1997,Diesel,,,,,6.5,4.5,5.2,43.5,62.8,54.3,136,"£1,185",,"£1,185",V,68.0,404,,134,176,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq ECO (163PS) Saloon (+DPF),M6,1997,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,70.0,249,,144,171,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq ECO (163PS) Saloon (+DPF),A6,1997,Diesel,,,,,6.5,4.5,5.2,43.5,62.8,54.3,136,"£1,185",,"£1,185",V,68.0,404,,134,176,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq ECOnetic (140PS) Estate (+DPF),M6,1997,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,120,"£1,048",,"£1,048",V,70.0,249,,144,171,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq ECOnetic (140PS) Estate (+DPF),A6,1997,Diesel,,,,,6.5,4.5,5.2,43.5,62.8,54.3,136,"£1,185",,"£1,185",V,68.0,404,,134,176,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq ECOnetic (140PS) Saloon (+DPF),M6,1997,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,70.0,249,,144,171,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.0 Duratorq ECOnetic (140PS) Saloon (+DPF),A6,1997,Diesel,,,,,6.5,4.5,5.2,43.5,62.8,54.3,136,"£1,185",,"£1,185",V,68.0,404,,134,176,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.2 Duratorq (200PS) Estate,A6,2179,Diesel,,,,,9.0,5.1,6.5,31.4,55.4,43.5,173,"£1,480",,"£1,480",V,68.0,202,,164,192,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.2 Duratorq (200PS) Estate,M6,2179,Diesel,,,,,7.8,5.0,6.0,36.2,56.5,47.1,159,"£1,367",,"£1,367",V,69.0,261,,159,199,0.10,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.2 Duratorq (200PS) Saloon,A6,2179,Diesel,,,,,9.0,5.1,6.5,31.4,55.4,43.5,173,"£1,480",,"£1,480",V,68.0,202,,164,192,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Post 2015",2.2 Duratorq (200PS) Saloon,M6,2179,Diesel,,,,,7.8,5.0,6.0,36.2,56.5,47.1,159,"£1,367",,"£1,367",V,69.0,261,,159,199,0.10,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",1.6 Duratec EcoBoost (160PS) Stop-Start Estate,M6,1596,Petrol,,,,,8.2,5.4,6.4,34.4,52.3,44.1,149,"£1,385",,"£1,385",V,69.0,404,41,14,,,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",1.6 Duratec EcoBoost (160PS) Stop-Start Saloon,M6,1596,Petrol,,,,,8.2,5.4,6.4,34.4,52.3,44.1,149,"£1,385",,"£1,385",V,69.0,404,41,14,,,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",1.6 Duratec Ti-VCT (120PS) Estate,M5,1596,Petrol,,,,,9.1,5.3,6.7,31.0,53.3,42.2,156,"£1,448",,"£1,448",V,72.0,627,62,38,,,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",1.6 Duratec Ti-VCT (120PS) Saloon,M5,1596,Petrol,,,,,9.1,5.3,6.7,31.0,53.3,42.2,156,"£1,448",,"£1,448",V,72.0,627,62,38,,,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",1.6 Duratorq ECOnetic (115PS) Stop-Start Estate (+DPF),M6,1560,Diesel,,,,,4.8,3.8,4.2,58.9,74.3,67.3,109,£956,,£956,V,68.0,205,,111,129,0.70,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",1.6 Duratorq ECOnetic (115PS) Stop-Start Saloon (+DPF),M6,1560,Diesel,,,,,4.8,3.8,4.2,58.9,74.3,67.3,109,£956,,£956,V,68.0,205,,111,129,0.70,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratec EcoBoost (240PS) Estate,A6,1999,Petrol,,,,,10.9,6.0,7.7,25.9,47.1,36.7,179,"£1,665",,"£1,665",V,72.0,672,65,33,,,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratec EcoBoost (240PS) Saloon,A6,1999,Petrol,,,,,10.9,6.0,7.7,25.9,47.1,36.7,179,"£1,665",,"£1,665",V,72.0,672,65,33,,,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq (140PS) Estate (+DPF),A6,1997,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,277",,"£1,277",V,68.0,222,,177,203,0.50,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq (140PS) Estate (+DPF),M6,1997,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,70.0,306,,154,189,0.10,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq (140PS) Saloon (+DPF),A6,1997,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,277",,"£1,277",V,68.0,222,,177,203,0.50,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq (140PS) Saloon (+DPF),M6,1997,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,70.0,306,,154,189,0.10,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq (163PS) Estate (+DPF),A6,1997,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,277",,"£1,277",V,68.0,222,,177,203,0.50,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq (163PS) Estate (+DPF),M6,1997,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,70.0,306,,154,189,0.10,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq (163PS) Saloon (+DPF),A6,1997,Diesel,,,,,7.2,4.7,5.6,39.2,60.1,50.4,149,"£1,277",,"£1,277",V,68.0,222,,177,203,0.50,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq (163PS) Saloon (+DPF),M6,1997,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,118",,"£1,118",V,70.0,306,,154,189,0.10,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq ECO (163PS) Estate (+DPF),M6,1997,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,120,"£1,048",,"£1,048",V,70.0,249,,144,171,0.20,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq ECO (163PS) Estate (+DPF),A6,1997,Diesel,,,,,6.5,4.5,5.2,43.5,62.8,54.3,136,"£1,185",,"£1,185",V,68.0,404,,134,176,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq ECO (163PS) Saloon (+DPF),M6,1997,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,70.0,249,,144,171,0.20,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq ECO (163PS) Saloon (+DPF),A6,1997,Diesel,,,,,6.5,4.5,5.2,43.5,62.8,54.3,136,"£1,185",,"£1,185",V,68.0,404,,134,176,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq ECOnetic (140PS) Estate (+DPF),M6,1997,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,120,"£1,048",,"£1,048",V,70.0,249,,144,171,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq ECOnetic (140PS) Estate (+DPF),A6,1997,Diesel,,,,,6.5,4.5,5.2,43.5,62.8,54.3,136,"£1,185",,"£1,185",V,68.0,404,,134,176,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq ECOnetic (140PS) Saloon (+DPF),M6,1997,Diesel,,,,,5.6,3.9,4.5,50.4,72.4,62.8,119,"£1,025",,"£1,025",V,70.0,249,,144,171,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.0 Duratorq ECOnetic (140PS) Saloon (+DPF),A6,1997,Diesel,,,,,6.5,4.5,5.2,43.5,62.8,54.3,136,"£1,185",,"£1,185",V,68.0,404,,134,176,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.2 Duratorq (200PS) Estate,A6,2179,Diesel,,,,,9.0,5.1,6.5,31.4,55.4,43.5,173,"£1,480",,"£1,480",V,68.0,202,,164,192,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.2 Duratorq (200PS) Estate,M6,2179,Diesel,,,,,7.8,5.0,6.0,36.2,56.5,47.1,159,"£1,367",,"£1,367",V,69.0,261,,159,199,0.10,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.2 Duratorq (200PS) Saloon,A6,2179,Diesel,,,,,9.0,5.1,6.5,31.4,55.4,43.5,173,"£1,480",,"£1,480",V,68.0,202,,164,192,0.30,,,,,,,,,,
FORD,"Mondeo, Model Year Pre 2015",2.2 Duratorq (200PS) Saloon,M6,2179,Diesel,,,,,7.8,5.0,6.0,36.2,56.5,47.1,159,"£1,367",,"£1,367",V,69.0,261,,159,199,0.10,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",1.6 Duratec EcoBoost (160PS) Stop-Start,M6,1596,Petrol,,,,,8.8,5.7,6.8,32.1,49.6,41.5,159,"£1,472",,"£1,472",V,69.0,413,38,16,,,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",1.6 Duratorq (115PS) Stop-Start,M6,1560,Diesel,,,,,5.9,4.9,5.2,47.9,57.6,54.3,139,"£1,185",,"£1,185",V,68.0,200,,166,185,0.40,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",2.0 Duratec EcoBoost (203PS),A6,1999,Petrol,,,,,11.0,6.4,8.1,25.7,44.1,34.9,189,"£1,751",,"£1,751",V,72.0,731,72,33,,,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",2.0 Duratec EcoBoost (240PS),A6,1999,Petrol,,,,,11.5,6.5,8.3,24.6,43.5,34.0,194,"£1,797",,"£1,797",V,72.0,731,72,33,,,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",2.0 Duratorq (140PS) (+DPF),A6,1997,Diesel,,,,,6.8,5.0,5.7,41.5,56.5,49.6,149,"£1,298",,"£1,298",V,68.0,298,,175,202,0.50,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",2.0 Duratorq (140PS) (+DPF),M6,1997,Diesel,,,,,6.5,4.7,5.3,43.5,60.1,53.3,139,"£1,208",,"£1,208",V,70.0,357,,172,227,0.20,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",2.0 Duratorq (163PS) (+DPF),A6,1997,Diesel,,,,,6.8,5.0,5.7,41.5,56.5,49.6,149,"£1,298",,"£1,298",V,68.0,298,,175,202,0.50,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",2.0 Duratorq (163PS) (+DPF),M6,1997,Diesel,,,,,6.5,4.7,5.3,43.5,60.1,53.3,139,"£1,208",,"£1,208",V,70.0,357,,172,227,0.20,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",2.2 Duratorq (200PS) (+DPF),A6,2179,Diesel,,,,,9.4,5.8,7.1,30.1,48.7,39.8,189,"£1,617",,"£1,617",V,68.0,240,,170,203,0.40,,,,,,,,,,
FORD,"S-MAX, Model Year Post 2015",2.2 Duratorq (200PS) (+DPF),M6,2179,Diesel,,,,,8.2,5.7,6.6,34.4,49.6,42.8,174,"£1,504",,"£1,504",V,69.0,300,,155,200,0.20,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",1.6 Duratec EcoBoost (160PS) Stop-Start,M6,1596,Petrol,,,,,8.8,5.7,6.8,32.1,49.6,41.5,159,"£1,472",,"£1,472",V,69.0,413,38,16,,,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",1.6 Duratorq (115PS) Stop-Start,M6,1560,Diesel,,,,,5.9,4.9,5.2,47.9,57.6,54.3,139,"£1,185",,"£1,185",V,68.0,200,,166,185,0.40,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",2.0 Duratec EcoBoost (203PS),A6,1999,Petrol,,,,,11.0,6.4,8.1,25.7,44.1,34.9,189,"£1,751",,"£1,751",V,72.0,731,72,33,,,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",2.0 Duratec EcoBoost (240PS),A6,1999,Petrol,,,,,11.5,6.5,8.3,24.6,43.5,34.0,194,"£1,797",,"£1,797",V,72.0,731,72,33,,,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",2.0 Duratorq (140PS) (+DPF),A6,1997,Diesel,,,,,6.8,5.0,5.7,41.5,56.5,49.6,149,"£1,298",,"£1,298",V,68.0,298,,175,202,0.50,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",2.0 Duratorq (140PS) (+DPF),M6,1997,Diesel,,,,,6.5,4.7,5.3,43.5,60.1,53.3,139,"£1,208",,"£1,208",V,70.0,340,,137,179,0.10,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",2.0 Duratorq (163PS) (+DPF),A6,1997,Diesel,,,,,6.8,5.0,5.7,41.5,56.5,49.6,149,"£1,298",,"£1,298",V,68.0,298,,175,202,0.50,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",2.0 Duratorq (163PS) (+DPF),M6,1997,Diesel,,,,,6.5,4.7,5.3,43.5,60.1,53.3,139,"£1,208",,"£1,208",V,70.0,340,,137,179,0.10,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",2.2 Duratorq (200PS) (+DPF),A6,2179,Diesel,,,,,9.4,5.8,7.1,30.1,48.7,39.8,189,"£1,617",,"£1,617",V,68.0,240,,170,203,0.40,,,,,,,,,,
FORD,"S-MAX, Model Year Pre 2015",2.2 Duratorq (200PS) (+DPF),M6,2179,Diesel,,,,,8.2,5.7,6.6,34.4,49.6,42.8,174,"£1,504",,"£1,504",V,69.0,300,,155,200,0.20,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Post 2014½",1.0 EcoBoost (100PS) with Standard Auto Stop-Start,M6,998,Petrol,,,,,6.4,5.1,5.6,44.1,55.4,50.4,129,"£1,212",,"£1,212",V,71.0,431,72,34,,,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Post 2014½",1.6 Duratorq TDCi (115PS),M6,1560,Diesel,,,,,5.6,4.6,4.9,50.4,61.4,57.6,130,"£1,118",,"£1,118",V,71.0,272,,177,203,0.40,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Post 2014½",1.6 Duratorq TDCi (95PS),M5,1560,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,130,"£1,139",,"£1,139",V,71.0,168,,138,157,0.30,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Post 2014½",1.6 Duratorq TDCi (95PS) with Optional Auto Stop-Start,M5,1560,Diesel,,,,,4.9,4.4,4.6,57.6,64.2,61.4,120,"£1,048",,"£1,048",V,71.0,168,,138,157,0.30,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Post 2014½",1.6 EcoBoost (150PS),A6,1596,Petrol,,,,,10.9,6.3,8.0,25.9,44.8,35.3,184,"£1,731",,"£1,731",V,74.0,605,49,26,,,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Pre 2014½",1.0 EcoBoost (100PS) with Standard Auto Stop-Start,M6,998,Petrol,,,,,6.4,5.1,5.6,44.1,55.4,50.4,129,"£1,212",,"£1,212",V,71.0,431,72,34,,,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Pre 2014½",1.6 Duratorq TDCi (115PS),M6,1560,Diesel,,,,,5.6,4.6,4.9,50.4,61.4,57.6,130,"£1,118",,"£1,118",V,71.0,143,,157,171,1.00,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Pre 2014½",1.6 Duratorq TDCi (95PS),M5,1560,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,130,"£1,139",,"£1,139",V,71.0,168,,138,157,0.30,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Pre 2014½",1.6 Duratorq TDCi (95PS) with Optional Auto Stop-Start,M5,1560,Diesel,,,,,4.9,4.4,4.6,57.6,64.2,61.4,120,"£1,048",,"£1,048",V,71.0,168,,138,157,0.30,,,,,,,,,,
FORD,"Tourneo Connect, Model Year Pre 2014½",1.6 EcoBoost (150PS),A6,1596,Petrol,,,,,10.9,6.3,8.0,25.9,44.8,35.3,184,"£1,731",,"£1,731",V,74.0,605,49,26,,,,,,,,,,,,
FORD,"Tourneo Courier Kombi, Model Year Pre 2015",1.5 Duratorq TDCi (75PS),M5,1499,Diesel,,,,,4.7,3.7,4.1,60.1,76.3,68.9,108,£934,,£934,V,70.0,174,,122,130,0.60,,,,,,,,,,
FORD,"Tourneo Courier Kombi, Model Year Pre 2015",1.5 Duratorq TDCi (75PS),M5,1499,Diesel,,,,,4.7,3.7,4.1,60.1,76.3,68.9,108,£934,,£934,V,70.0,323,,121,146,0.30,,,,,,,,,,
FORD,"Tourneo Courier Kombi, Model Year Pre 2015",1.5 Duratorq TDCi (75PS) Stop/Start,M5,1499,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,103,£889,,£889,V,70.0,174,,122,130,0.60,,,,,,,,,,
FORD,"Tourneo Courier Kombi, Model Year Pre 2015",1.5 Duratorq TDCi (75PS) Stop/Start,M5,1499,Diesel,,,,,4.4,3.6,3.9,64.2,78.5,72.4,103,£889,,£889,V,70.0,323,,121,146,0.30,,,,,,,,,,
FORD,"Tourneo Custom 300 LWB Model Year, Post 2014½",2.2 Duratorq TDCi (100PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,535,,196,221,0.60,,,,,,,,,,
FORD,"Tourneo Custom 300 LWB Model Year, Post 2014½",2.2 Duratorq TDCi (125PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,535,,196,221,0.60,,,,,,,,,,
FORD,"Tourneo Custom 300 LWB Model Year, Post 2014½",2.2 Duratorq TDCi (155PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,535,,196,221,0.60,,,,,,,,,,
FORD,"Tourneo Custom 300 LWB Model Year, Pre 2014½",2.2 Duratorq TDCi (100PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,177,"£1,480",,"£1,480",V,74.0,663,,267,306,1.00,,,,,,,,,,
FORD,"Tourneo Custom 300 LWB Model Year, Pre 2014½",2.2 Duratorq TDCi (125PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,663,,267,306,1.00,,,,,,,,,,
FORD,"Tourneo Custom 300 LWB Model Year, Pre 2014½",2.2 Duratorq TDCi (155PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,663,,267,306,1.00,,,,,,,,,,
FORD,"Tourneo Custom 300 SWB Model Year, Post 2014½",2.2 Duratorq TDCi (100PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,535,,196,221,0.60,,,,,,,,,,
FORD,"Tourneo Custom 300 SWB Model Year, Post 2014½",2.2 Duratorq TDCi (125PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,535,,196,221,0.60,,,,,,,,,,
FORD,"Tourneo Custom 300 SWB Model Year, Post 2014½",2.2 Duratorq TDCi (155PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,535,,196,221,0.60,,,,,,,,,,
FORD,"Tourneo Custom 300 SWB Model Year, Pre 2014½",2.2 Duratorq TDCi (100PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,663,,267,306,1.00,,,,,,,,,,
FORD,"Tourneo Custom 300 SWB Model Year, Pre 2014½",2.2 Duratorq TDCi (125PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,663,,267,306,1.00,,,,,,,,,,
FORD,"Tourneo Custom 300 SWB Model Year, Pre 2014½",2.2 Duratorq TDCi (155PS),M6,2198,Diesel,,,,,7.3,6.1,6.5,38.7,46.3,43.5,172,"£1,480",,"£1,480",V,74.0,663,,267,306,1.00,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015","2.0 i-VTEC ES, ES GT",A5,1997,Petrol,,,,,10.1,5.6,7.3,28.0,50.4,38.7,168,"£1,579",,"£1,579",V,71.0,317,34,23,,,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015","2.0 i-VTEC ES, ES GT",M6,1997,Petrol,,,,,9.0,5.6,6.9,31.4,50.4,40.9,159,"£1,494",,"£1,494",V,71.0,409,39,23,,,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015",2.0 i-VTEC EX,A5,1997,Petrol,,,,,10.2,5.7,7.3,27.7,49.6,38.7,170,"£1,579",,"£1,579",V,71.0,317,34,23,,,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015",2.0 i-VTEC EX,M6,1997,Petrol,,,,,9.1,5.8,7.0,31.0,48.7,40.4,162,"£1,512",,"£1,512",V,71.0,409,39,23,,,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015","2.2 i-DTEC ES, ES GT",A5,2199,Diesel,,,,,8.1,5.0,6.1,34.9,56.5,46.3,159,"£1,390",,"£1,390",V,68.0,88,,150,157,0.00,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015","2.2 i-DTEC ES, ES GT",M6,2199,Diesel,,,,,6.8,4.4,5.3,41.5,64.2,53.3,138,"£1,208",,"£1,208",V,72.0,215,,144,159,1.00,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015",2.2 i-DTEC EX,A5,2199,Diesel,,,,,8.2,5.1,6.2,34.4,55.4,45.6,162,"£1,412",,"£1,412",V,68.0,88,,150,157,0.00,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015",2.2 i-DTEC EX,M6,2199,Diesel,,,,,6.9,4.5,5.4,40.9,62.8,52.3,141,"£1,231",,"£1,231",V,72.0,215,,144,159,1.00,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015",2.2 i-DTEC Type S,M6,2199,Diesel,,,,,7.1,4.8,5.6,39.8,58.9,50.4,147,"£1,277",,"£1,277",V,72.0,312,,144,164,1.00,,,,,,,,,,
HONDA,"Accord Saloon, Model Year 2015",2.4 i-VTEC EX,A5,2354,Petrol,,,,,12.0,6.3,8.4,23.5,44.8,33.6,195,"£1,818",,"£1,818",V,72.0,155,13,8,,,,,,,,,,,,
