Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Noise Level dB(A),Emissions CO,Emissions HC,Emissions NOx,Emissions HC+NOx,Emissions Particulates,Euro Standard
LAMBORGHINI,Murcielago Model Year 2006,147 Coupé,M6/S6,6192,Petrol,32.6,15.1,21.5,8.7,18.7,13.1,500,4664,74.9,0.640,0.050,0.050,,,IV
LAMBORGHINI,Murcielago Model Year 2006,147 Roadster,M6/S6,6192,Petrol,32.6,15.1,21.5,8.7,18.7,13.1,500,4664,74.9,0.640,0.050,0.050,,,IV
LAMBORGHINI,Murcielago Model Year 2007,147 Coupé,M6/S6,6496,Petrol,32.3,15.0,21.3,8.7,18.8,13.3,495,4594,74.9,0.630,0.060,0.050,,,IV
LAMBORGHINI,Murcielago Model Year 2007,147 Roadster,M6/S6,6496,Petrol,32.3,15.0,21.3,8.7,18.8,13.3,495,4594,74.9,0.630,0.060,0.050,,,IV
LAND ROVER,Defender Station Wagon,2.4 90,M6,2402,Diesel,12.5,8.6,10.0,22.6,32.9,28.2,266,2186,75.0,0.433,,0.361,0.398,0.053,IV
LAND ROVER,Defender Station Wagon,2.4 110,M6,2402,Diesel,13.5,9.5,11.0,20.9,29.7,25.7,291,2399,73.0,0.277,,0.357,0.381,0.047,IV
LAND ROVER,Discovery 3 Model Year 2009,2.7 V6,M6,2720,Diesel,11.1,8.1,9.2,25.4,34.9,30.7,244,2008,73.0,0.215,,0.326,0.352,0.049,IV
LAND ROVER,Discovery 3 Model Year 2009,2.7 V6,A6,2720,Diesel,13.1,8.5,10.2,21.6,33.2,27.7,270,2225,71.0,0.094,,0.317,0.330,0.050,IV
LAND ROVER,Discovery 4 Model Year 2010,2.7 V6,M6,2720,Diesel,11.1,8.1,9.2,25.4,34.9,30.7,244,2008,73.0,0.215,,0.326,0.352,0.049,IV
LAND ROVER,Discovery 4 Model Year 2010,2.7 V6,A6,2720,Diesel,13.1,8.5,10.2,21.6,33.2,27.7,270,2225,71.0,0.094,,0.317,0.330,0.050,IV
LAND ROVER,Freelander 2 Model Year 2009,2.2 TD4 (112 kW - cDPF),M6,2179,Diesel,9.2,6.2,7.5,30.6,45.5,37.7,194,1635,73.0,0.120,,0.227,0.241,0.001,IV
LAND ROVER,Freelander 2 Model Year 2009,2.2 TD4 (112 kW - cDPF),A6,2179,Diesel,11.0,6.8,8.5,25.7,41.5,33.2,224,1857,68.0,0.065,,0.289,0.297,0.004,IV
LAND ROVER,Freelander 2 Model Year 2009,2.2 TD4 (118 kW),M6,2179,Diesel,9.2,6.2,7.5,30.6,45.5,37.7,194,1635,73.0,0.259,,0.297,0.317,0.036,IV
LAND ROVER,Freelander 2 Model Year 2009,2.2 TD4 (118 kW),A6,2179,Diesel,11.0,6.8,8.5,25.7,41.5,33.2,224,1857,68.0,0.158,,0.318,0.329,0.034,IV
LAND ROVER,Freelander 2 Model Year 2010,2.2 TD4 (112 kW - cDPF),M6,2179,Diesel,8.5,5.7,6.7,33.2,49.6,42.2,179,1461,73.0,0.210,,0.282,0.300,0.001,IV
LAND ROVER,Freelander 2 Model Year 2010,2.2 TD4 (112 kW - cDPF),A6,2179,Diesel,10.7,6.6,7.9,26.4,42.8,35.8,214,1722,68.0,0.065,,0.289,0.297,0.004,IV
LAND ROVER,Freelander 2 Model Year 2010,2.2 TD4 (118 kW),M6,2179,Diesel,8.5,5.7,6.7,33.2,49.6,42.2,179,1461,73.0,0.178,,0.295,0.318,0.034,IV
LAND ROVER,Freelander 2 Model Year 2010,2.2 TD4 (118 kW),A6,2179,Diesel,10.7,6.6,7.9,26.4,42.8,35.8,214,1722,68.0,0.158,,0.318,0.329,0.034,IV
LAND ROVER,Range Rover,3.6 TDV8,A6,3628,Diesel,14.5,9.2,11.1,19.6,30.7,25.4,294,2427,72.0,0.047,,0.355,0.388,0.049,IV
LAND ROVER,Range Rover Sport,3.6 TDV8,A6,3628,Diesel,14.7,9.0,11.1,19.2,31.4,25.4,294,2427,75.0,0.074,,0.303,0.332,0.031,IV
LAND ROVER,Discovery 3 Model Year 2009,4.4 V8,A6,4394,Petrol,20.9,12.1,15.0,13.5,22.3,18.8,354,3250,73.0,0.958,0.131,0.029,,,IV
LAND ROVER,Freelander 2 Model Year 2009,3.2 i6,A6,3192,Petrol,15.8,8.6,11.2,17.9,33.0,25.2,265,2425,72.0,0.170,0.053,0.021,,,IV
LAND ROVER,Freelander 2 Model Year 2010,3.2 i6,A6,3192,Petrol,15.4,8.1,10.7,18.3,34.9,26.4,255,2314,72.0,0.170,0.053,0.021,,,IV
LAND ROVER,Range Rover Model Year 2009,4.2 V8 Supercharged,A6,4197,Petrol,22.4,12.2,16.0,12.6,23.2,17.7,376,3452,73.0,1.237,0.145,0.078,,,IV
LAND ROVER,Range Rover Model Year 2009,4.4 V8,A6,4394,Petrol,21.2,11.4,14.9,13.3,24.8,19.0,352,3216,73.0,0.793,0.098,0.028,,,IV
LAND ROVER,Range Rover Sport Model Year 2009,4.2 V8 Supercharged,A6,4197,Petrol,22.8,11.9,15.9,12.4,23.7,17.8,374,3432,74.0,1.147,0.100,0.016,,,IV
LAND ROVER,Range Rover Sport Model Year 2009,4.4 V8 (2009 MY),A6,4394,Petrol,20.9,12.1,14.9,13.5,22.3,19.0,352,3216,73.0,0.958,0.131,0.029,,,IV
LEXUS,IS,IS220d Saloon,M6,2231,Diesel,7.4,4.8,5.6,38.2,58.9,50.4,148,1223,71.0,0.130,,0.160,0.160,0.002,IV
LEXUS,IS,IS250C,A6,2500,Petrol,13.1,7.1,9.3,21.6,39.8,30.4,219,2010,70.0,0.120,0.043,0.004,,,IV
LEXUS,IS,ISF,A8,4969,Petrol,16.8,8.3,11.4,16.8,34.0,24.8,270,2464,72.0,0.170,0.030,0.000,,,IV
LEXUS,LS,LS460,A8,4608,Petrol,16.5,7.9,11.1,17.1,35.8,25.4,261,2405,71.4,0.032,0.050,0.000,,,IV
LEXUS,RX,RX450h,E-CVT,3456,Petrol Hybrid,6.6,6.0,6.3,42.8,47.1,44.8,148,1364,71.6,0.180,0.040,0.010,,,IV
LEXUS,GS,GS450h,E-CVT,3456,Petrol Hybrid,9.1,7.1,7.9,31.0,39.8,35.8,185,1707,72.1,0.100,0.010,0.000,,,IV
LEXUS,GS,"GS450h 17"" wheels",E-CVT,3456,Petrol Hybrid,9.1,7.1,7.9,31.0,40.4,37.2,179,1642,72.1,0.100,0.010,0.000,,,IV
LEXUS,GS,"GS450h 18"" wheels",E-CVT,3456,Petrol Hybrid,9.1,7.1,7.9,31.0,40.4,37.2,180,1642,72.1,0.100,0.010,0.000,,,IV
LOTUS,Elise,Elise,M6,1796,Petrol,12.1,6.8,8.8,23.0,41.0,32.1,208,1903,74.0,0.420,0.078,0.012,,,IV
LOTUS,Elise S,Elise S,M6,1794,Petrol,11.3,6.5,8.3,25.0,43.0,34.0,196,1797,74.0,0.235,0.050,0.022,,,IV
LOTUS,Exige,Exige,M6,1796,Petrol,12.1,6.8,8.8,23.0,41.0,32.1,208,1903,74.0,0.420,0.078,0.012,,,IV
LOTUS,Exige S,Exige S,M6,1796,Petrol,12.3,7.2,9.1,23.0,39.0,31.0,216,1971,75.0,0.749,0.086,0.013,,,IV
LOTUS,Europa,Europa,M6,1998,Petrol,12.7,7.3,9.3,22.0,39.0,30.4,220,2010,75.0,0.275,0.041,0.033,,,IV
LTI,Taxi - TX4,2.5 Manual,M5,2499,Diesel,10.1,6.8,8.0,28.0,41.5,35.2,212,1751,73.4,0.321,,0.313,0.371,0.045,IV
LTI,Taxi - TX4,2.5 Automatic,A5,2499,Diesel,11.1,7.5,8.8,25.5,38.2,32.0,234,1926,71.4,0.095,,0.283,0.311,0.028,IV
MAZDA,Mazda2,1.4 3 Door (68ps/50kW),M5,1399,Diesel,5.1,3.5,4.1,55.4,80.7,68.9,107,895,68.4,0.075,,0.173,0.189,0.017,IV
MAZDA,Mazda2,1.4 5 Door (68ps/50kW),M5,1399,Diesel,5.1,3.5,4.1,55.4,80.7,68.9,107,895,68.4,0.075,,0.173,0.189,0.017,IV
MAZDA,Mazda2,1.6 3 Door (66kW),M5,1560,Diesel,5.1,3.7,4.2,55.4,76.3,67.3,112,916,69.5,0.109,,0.234,0.248,0.001,IV
MAZDA,Mazda2,1.6 5 Door (66kW),M5,1560,Diesel,5.1,3.7,4.2,55.4,76.3,67.3,112,916,69.5,0.109,,0.234,0.248,0.001,IV
MAZDA,Mazda3,1.6 4/5 Door,M5,1560,Diesel,5.8,3.8,4.5,48.7,74.3,62.8,119,982,68.0,0.185,,0.169,0.188,0.001,IV
MAZDA,Mazda5,2.0 TD (110ps & 143ps),M6,1998,Diesel,7.3,5.4,6.1,38.7,52.3,46.3,159,1331,71.7,0.091,,0.126,0.140,0.002,IV
MAZDA,Mazda6 Model Year 2009,2.2 4 Door (163ps),M6,2184,Diesel,7.0,4.7,5.5,40.4,60.1,51.4,147,1199,67.8,0.130,,0.160,0.176,0.001,IV
MAZDA,Mazda6 Model Year 2009,2.2 4 Door (185ps),M6,2184,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,149,1223,67.7,0.231,,0.173,0.194,0.003,IV
MAZDA,Mazda6 Model Year 2009,2.2 5 Door (125ps),M6,2184,Diesel,7.0,4.7,5.5,40.4,60.1,51.4,147,1199,67.8,0.130,,0.160,0.176,0.001,IV
MAZDA,Mazda6 Model Year 2009,2.2 5 Door (163ps),M6,2184,Diesel,7.0,4.7,5.5,40.4,60.1,51.4,147,1199,67.8,0.130,,0.160,0.176,0.001,IV
MAZDA,Mazda6 Model Year 2009,2.2 5 Door (185ps),M6,2184,Diesel,7.1,4.7,5.6,39.8,60.1,50.4,149,1223,67.7,0.231,,0.173,0.194,0.003,IV
MAZDA,Mazda6 Model Year 2009,2.2 Estate (163ps),M6,2184,Diesel,7.0,4.8,5.6,40.4,58.9,50.4,149,1223,67.8,0.130,,0.160,0.176,0.001,IV
MAZDA,Mazda6 Model Year 2009,2.2 Estate (185ps),M6,2184,Diesel,7.2,4.8,5.7,39.2,58.9,49.6,152,1243,67.7,0.231,,0.173,0.194,0.003,IV
MAZDA,Mazda2,1.3 3 Door (75ps/55kW),M5,1349,Petrol,7.0,4.2,5.2,40.4,67.3,54.3,125,1125,68.7,0.450,0.049,0.019,,,IV
MAZDA,Mazda2,1.3 5 Door (75ps/55kW),M5,1349,Petrol,6.9,4.2,5.2,40.9,67.3,54.3,125,1125,68.7,0.450,0.049,0.019,,,IV
MAZDA,Mazda2,1.3 3 Door (86ps/63kW),M5,1349,Petrol,7.0,4.2,5.2,40.4,67.3,54.3,125,1125,71.0,0.450,0.049,0.019,,,IV
MAZDA,Mazda2,1.3 5 Door (86ps/63kW),M5,1349,Petrol,6.9,4.2,5.2,40.9,67.3,54.3,125,1125,71.0,0.450,0.049,0.019,,,IV
MAZDA,Mazda2,1.5 3 Door (103ps/76kW),M5,1498,Petrol,7.6,4.7,5.7,37.2,60.1,49.6,135,1232,69.7,0.360,0.028,0.011,,,IV
MAZDA,Mazda2,1.5 5 Door (103ps/76kW),M5,1498,Petrol,7.6,4.7,5.7,37.2,60.1,49.6,135,1232,69.7,0.360,0.028,0.011,,,IV
MAZDA,Mazda3,1.6 4/5 Door,M5,1598,Petrol,8.3,5.2,6.3,34.0,54.3,44.8,149,1364,70.0,0.670,0.037,0.007,,,IV
MAZDA,Mazda5,1.8,M5,1798,Petrol,10.1,6.0,7.5,28.0,47.1,37.7,179,1621,73.3,0.480,0.046,0.008,,,IV
MAZDA,Mazda5,2.0,M6,1999,Petrol,10.6,6.3,7.9,26.6,44.8,35.8,187,1707,70.9,0.350,0.042,0.007,,,IV
MAZDA,Mazda5,2.0,A5,1999,Petrol,11.3,6.4,8.2,25.0,44.1,34.4,194,1776,70.6,0.360,0.065,0.013,,,IV
MAZDA,Mazda6 Model Year 2009,1.8 5 Door,M5,1798,Petrol,9.6,5.3,6.9,29.4,53.3,40.9,162,1494,68.1,0.300,0.055,0.037,,,IV
MAZDA,Mazda6 Model Year 2009,2.0 4 Door,M6,1999,Petrol,9.8,5.4,7.0,28.8,52.3,40.4,166,1512,66.7,0.170,0.032,0.055,,,IV
MAZDA,Mazda6 Model Year 2009,2.0 5 Door,M6,1999,Petrol,9.9,5.5,7.1,28.5,51.4,39.8,168,1535,66.7,0.170,0.032,0.055,,,IV
MAZDA,Mazda6 Model Year 2009,2.0 5 Door,A5,1999,Petrol,11.1,5.7,7.7,25.4,49.6,36.7,182,1665,69.3,0.260,0.068,0.053,,,IV
MAZDA,Mazda6 Model Year 2009,2.0 Estate,M6,1999,Petrol,10.0,5.6,7.2,28.2,50.4,39.2,171,1559,66.7,0.170,0.032,0.055,,,IV
MAZDA,Mazda6 Model Year 2009,2.0 Estate,A5,1999,Petrol,11.3,5.8,7.8,25.0,53.3,36.2,185,1688,69.3,0.260,0.068,0.053,,,IV
MAZDA,Mazda6 Model Year 2009,2.5 4/5 Door,M6,2488,Petrol,11.1,6.3,8.1,25.4,44.8,34.9,192,1751,68.4,0.420,0.036,0.004,,,IV
MAZDA,Mazda6 Model Year 2009,2.5 Estate,M6,2488,Petrol,11.2,6.4,8.2,25.2,44.1,34.4,193,1776,68.4,0.420,0.036,0.004,,,IV
MAZDA,Mazda6 Model Year 2010,1.8 4 Door,M5,1798,Petrol,9.1,4.9,6.4,31.0,57.6,44.1,152,1385,68.1,0.260,0.044,0.014,,,IV
MAZDA,Mazda6 Model Year 2010,1.8 5 Door,M5,1798,Petrol,9.2,5.0,6.5,30.7,56.5,43.5,155,1405,68.1,0.260,0.044,0.014,,,IV
MAZDA,Mazda6 Model Year 2010,1.8 Estate,M5,1798,Petrol,9.3,5.1,6.6,30.4,55.4,42.8,157,1428,68.1,0.260,0.044,0.014,,,IV
MAZDA,MX-5,1.8,M5,1798,Petrol,9.5,5.5,7.0,29.9,51.4,40.4,167,1512,71.0,0.270,0.040,0.010,,,IV
MAZDA,MX-5,2.0 5 speed,M5,1999,Petrol,10.1,5.8,7.4,28.0,48.7,38.2,177,1599,71.0,0.220,0.030,0.010,,,IV
MAZDA,MX-5,2.0 6 speed,M6,1999,Petrol,10.5,5.9,7.6,26.9,47.9,37.2,181,1642,70.0,0.320,0.040,0.010,,,IV
MAZDA,MX-5,2.0 6 speed,A6,1999,Petrol,10.9,6.1,7.9,25.9,46.3,35.6,188,1716,68.0,0.220,0.040,0.010,,,IV
MAZDA,RX-8 R3,231ps,M6,2616,Petrol,15.7,9.1,11.5,18.0,31.0,24.6,299,2484,74.0,0.220,0.034,0.029,,,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI no DPF 185 Tyres at rear,M5,1992,Diesel,6.2,4.3,4.9,45.6,65.7,57.6,128,1070,70.0,0.190,,0.187,0.212,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI no DPF 195 Tyres at rear,M5,1992,Diesel,6.3,4.4,5.0,44.8,64.2,56.5,129,1091,70.0,0.190,,0.187,0.212,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI no DPF 215 Tyres at rear,M5,1992,Diesel,6.5,4.5,5.2,43.5,62.8,54.3,137,1135,70.0,0.190,,0.187,0.212,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI BlueEFFICIENCY with DPF 185 Tyres at rear,M5,1992,Diesel,5.3,3.8,4.4,53.3,74.3,64.2,116,960,70.0,0.245,,0.195,0.227,0.002,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI BlueEFFICIENCY with DPF 195 Tyres at rear,M5,1992,Diesel,5.4,3.8,4.4,52.3,74.3,64.2,117,960,70.0,0.245,,0.195,0.227,0.002,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI BlueEFFICIENCY with DPF 215 Tyres at rear,M5,1992,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,119,982,70.0,0.245,,0.195,0.227,0.002,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI no DPF 185 Tyres at rear,CVT,1992,Diesel,7.0,4.4,5.4,40.4,64.2,52.3,142,1179,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI no DPF 195 Tyres at rear,CVT,1992,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,147,1223,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 160 CDI no DPF 215 Tyres at rear,CVT,1992,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI no DPF 185 Tyres at rear,M6,1992,Diesel,6.4,4.2,5.0,44.1,67.3,56.5,134,1091,72.0,0.234,,0.190,0.234,0.019,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI no DPF 195 Tyres at rear,M6,1992,Diesel,6.4,4.3,5.1,44.1,65.7,55.4,136,1113,72.0,0.234,,0.190,0.234,0.019,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI no DPF 215 Tyres at rear,M6,1992,Diesel,6.5,4.4,5.2,43.5,64.2,54.3,138,1135,72.0,0.234,,0.190,0.234,0.019,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI with DPF 185 Tyres at rear,M6,1992,Diesel,6.4,4.2,5.0,44.1,67.3,56.5,134,1091,72.0,0.249,,0.204,0.234,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI with DPF 195 Tyres at rear,M6,1992,Diesel,6.4,4.3,5.1,44.1,65.7,55.4,136,1113,72.0,0.249,,0.204,0.234,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI with DPF 215 Tyres at rear,M6,1992,Diesel,6.5,4.4,5.2,43.5,64.2,54.3,138,1135,72.0,0.249,,0.204,0.234,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI no DPF 185 Tyres at rear,CVT,1992,Diesel,7.0,4.4,5.4,40.4,64.2,52.3,142,1179,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI no DPF 195 Tyres at rear,CVT,1992,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,147,1223,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI no DPF 215 Tyres at rear,CVT,1992,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI with DPF 185 Tyres at rear,CVT,1992,Diesel,7.0,4.4,5.4,40.4,64.2,52.3,142,1179,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI with DPF 195 Tyres at rear,CVT,1992,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,147,1223,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 180 CDI with DPF 215 Tyres at rear,CVT,1992,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI no DPF 195 Tyres at rear,M6,1992,Diesel,6.8,4.5,5.3,41.5,62.8,53.3,138,1157,73.0,0.339,,0.196,0.256,0.016,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI no DPF 215 Tyres at rear,M6,1992,Diesel,6.9,4.6,5.4,40.9,61.4,52.3,140,1179,73.0,0.339,,0.196,0.256,0.016,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI with DPF 195 Tyres at rear,M6,1992,Diesel,6.8,4.5,5.3,41.5,62.8,53.3,138,1157,73.0,0.259,,0.187,0.221,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI with DPF 215 Tyres at rear,M6,1992,Diesel,6.9,4.6,5.4,40.9,61.4,52.3,140,1179,73.0,0.259,,0.187,0.221,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI no DPF 195 Tyres at rear,CVT,1992,Diesel,7.1,4.9,5.7,39.8,57.6,49.6,149,1243,71.0,0.040,,0.217,0.228,0.023,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI no DPF 215 Tyres at rear 17'' Wheels,CVT,1992,Diesel,7.5,4.9,5.9,37.7,57.6,47.9,156,1287,71.0,0.040,,0.217,0.228,0.023,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI no DPF 215 Tyres at rear 18'' Wheels,CVT,1992,Diesel,7.9,5.0,6.0,35.8,56.5,47.1,159,1309,71.0,0.040,,0.217,0.228,0.023,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI with DPF 195 Tyres at rear,CVT,1992,Diesel,7.1,4.9,5.7,39.8,57.6,49.6,149,1243,71.0,0.124,,0.223,0.238,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI with DPF 215 Tyres at rear 17'' Wheels,CVT,1992,Diesel,7.5,4.9,5.9,37.7,57.6,47.9,156,1287,71.0,0.124,,0.223,0.238,0.003,IV
MERCEDES-BENZ,A-Class (169) Model Year 2009,A 200 CDI with DPF 215 Tyres at rear 18'' Wheels,CVT,1992,Diesel,7.9,5.0,6.0,35.8,56.5,47.1,159,1309,71.0,0.124,,0.223,0.238,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 15"" rear wheels",CVT,1991,Diesel,7.0,4.4,5.4,40.4,64.2,52.3,142,1179,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 15"" rear wheels",M5,1991,Diesel,5.4,3.9,4.5,52.3,72.4,62.8,118,982,70.0,0.245,,0.195,0.227,0.002,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 15"" rear wheels No DPF",CVT,1991,Diesel,7.0,4.4,5.4,40.4,64.2,52.3,142,1179,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 16"" rear wheels",CVT,1991,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,147,1223,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 16"" rear wheels",M5,1991,Diesel,5.6,4.0,4.6,50.4,70.6,61.4,122,1004,70.0,0.245,,0.195,0.227,0.002,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 16"" rear wheels No DPF",CVT,1991,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,147,1223,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 17"" & 18"" rear wheels",CVT,1991,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 17"" & 18"" rear wheels",M5,1991,Diesel,5.8,4.1,4.7,48.7,68.9,60.1,125,1026,70.0,0.245,,0.195,0.227,0.002,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 160 CDI with 17"" & 18"" rear wheels No DPF",CVT,1991,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 15"" rear wheels",CVT,1991,Diesel,7.0,4.4,5.4,40.4,64.2,52.3,142,1179,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 15"" rear wheels",M6,1991,Diesel,6.4,4.2,5.0,44.1,67.3,56.5,134,1091,72.0,0.249,,0.204,0.234,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 15"" rear wheels No DPF",CVT,1991,Diesel,7.0,4.4,5.4,40.4,64.2,52.3,142,1179,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 15"" rear wheels No DPF",M6,1991,Diesel,6.4,4.2,5.0,44.1,67.3,56.5,134,1091,72.0,0.234,,0.190,0.234,0.019,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 16"" rear wheels",CVT,1991,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,147,1223,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 16"" rear wheels",M6,1991,Diesel,6.4,4.3,5.1,44.1,65.7,55.4,136,1113,72.0,0.249,,0.204,0.234,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 16"" rear wheels No DPF",CVT,1991,Diesel,7.2,4.7,5.6,39.2,60.1,50.4,147,1223,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 16"" rear wheels No DPF",M6,1991,Diesel,6.4,4.3,5.1,44.1,65.7,55.4,136,1113,72.0,0.234,,0.190,0.234,0.019,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 17"" & 18"" rear wheels",CVT,1991,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,71.0,0.068,,0.167,0.179,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 17"" & 18"" rear wheels",M6,1991,Diesel,6.5,4.4,5.2,43.5,64.2,54.3,138,1135,72.0,0.249,,0.204,0.234,0.003,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 17"" & 18"" rear wheels No DPF",CVT,1991,Diesel,7.6,4.9,5.8,37.2,57.6,48.7,154,1266,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,A-Class Model Year 2010,"A 180 CDI with 17"" & 18"" rear wheels No DPF",M6,1991,Diesel,6.5,4.4,5.2,43.5,64.2,54.3,138,1135,72.0,0.234,,0.190,0.234,0.019,IV
MERCEDES-BENZ,B-Class (245) Saloon Model Year 2009,B 180 CDI no DPF 205 Tyres at rear,M6,1992,Diesel,6.4,4.4,5.2,44.1,64.2,54.3,137,1135,72.0,0.234,,0.190,0.234,0.019,IV
MERCEDES-BENZ,B-Class (245) Saloon Model Year 2009,B 180 CDI no DPF 215 Tyres at rear,M6,1992,Diesel,6.6,4.6,5.4,42.8,61.4,52.3,140,1179,72.0,0.234,,0.190,0.234,0.019,IV
MERCEDES-BENZ,B-Class (245) Saloon Model Year 2009,B 180 CDI no DPF 205 Tyres at rear,CVT,1992,Diesel,6.9,4.9,5.6,40.9,57.6,50.4,148,1223,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,B-Class (245) Saloon Model Year 2009,B 180 CDI no DPF 215 Tyres at rear,CVT,1992,Diesel,7.3,5.3,6.0,38.7,53.3,47.1,158,1309,71.0,0.040,,0.216,0.228,0.020,IV
MERCEDES-BENZ,B-Class (245) Saloon Model Year 2009,B 180 CDI with DPF 205 Tyres at rear,M6,1992,Diesel,6.4,4.4,5.2,44.1,64.2,54.3,137,1135,72.0,0.249,,0.204,0.234,0.003,IV
